Bird_ID,Species,Region,Habitat,Weather_Condition,Migration_Reason,Start_Latitude,Start_Longitude,End_Latitude,End_Longitude,Flight_Distance_km,Flight_Duration_hours,Average_Speed_kmph,Max_Altitude_m,Min_Altitude_m,Temperature_C,Wind_Speed_kmph,Humidity_%,Pressure_hPa,Visibility_km,Nesting_Success,Tag_Battery_Level_%,Signal_Strength_dB,Migration_Start_Month,Migration_End_Month,Rest_Stops,Predator_Sightings,Tag_Type,Migrated_in_Flock,Flock_Size,Food_Supply_Level,Tracking_Quality,Migration_Interrupted,Interrupted_Reason,Tagged_By,Tag_Weight_g,Migration_Success,Recovery_Location_Known,Recovery_Time_days,Observation_Counts,Observation_Quality,Origin,Destination
B8951,Hawk,Asia,Urban,Stormy,Avoid Predators,-8.86971539,53.5922255,-62.3452278,93.34783265,2655.83,60.2,47.31,7898,142,0.1,47.9,74,1027.2,18.1,No,69,-71.6,Nov,Apr,14,2,GPS,No,178,Low,Excellent,No,,Researcher_B,25.8,Failed,Yes,6,30,High,"-8.86971538965527, 53.592225503991045","-62.34522779801212, 93.34783264754184"
B8952,Hawk,Australia,Urban,Stormy,Avoid Predators,61.7336528,-81.28579238,-61.08224601,-108.8261971,1444.58,41.4,45.23,7362,443,-6.3,57.9,41,996.3,17.7,No,65,-87.4,Oct,Apr,4,9,Satellite,Yes,370,Low,Excellent,No,Storm,Researcher_B,13.5,Successful,Yes,50,13,Low,"61.73365280042128, -81.28579237550979","-61.08224600525747, -108.8261970988474"
B8953,Eagle,South America,Urban,Stormy,Climate Change,-74.19768737,136.9123908,-63.28894977,93.32934358,3921.45,42.2,49.3,3179,225,30.9,40.1,50,1035.1,17,Yes,17,-65.4,Sep,Apr,6,3,Radio,No,214,Low,Good,Yes,Injury,Researcher_A,23.6,Failed,No,91,90,High,"-74.19768737060834, 136.91239082993417","-63.28894977227439, 93.32934357563612"
B8954,Hawk,North America,Coastal,Stormy,Feeding,17.03121356,58.0422238,3.899544793,-129.96377,3334.82,53,54.08,9385,526,28.8,55.6,72,993.9,7.7,No,60,-69.4,Mar,Nov,4,0,Radio,Yes,98,Low,Fair,No,Lost Signal,Researcher_C,14.3,Successful,No,119,39,High,"17.03121355638892, 58.04222379963133","3.899544792645045, -129.9637699951076"
B8955,Goose,South America,Forest,Rainy,Climate Change,14.07882265,133.3002216,31.35349561,175.9297034,2222.55,58,53.66,8748,327,2.6,48.6,21,1008.3,12,Yes,15,-57.4,May,Jun,9,8,Satellite,Yes,499,Medium,Poor,No,Injury,Researcher_B,27.2,Failed,Yes,15,59,Low,"14.078822647146808, 133.30022158684642","31.353495613147487, 175.9297034483543"
B8956,Eagle,Asia,Urban,Stormy,Breeding,-13.46137753,-37.65934719,16.32972323,-77.38783809,2836.77,55,50.65,4902,494,12,3.3,35,1005.9,10.3,No,19,-73.4,Feb,May,10,8,GPS,Yes,190,Low,Good,Yes,,Researcher_C,24.5,Failed,Yes,55,32,Moderate,"-13.461377531998464, -37.65934718959653","16.329723229948783, -77.38783809025918"
B8957,Swallow,Australia,Wetland,Windy,Feeding,59.35943546,-167.7653487,85.99809338,121.4406053,2150.19,31.3,44.69,5004,488,4.6,50,97,960.1,3.1,No,46,-62.6,Oct,May,5,2,GPS,Yes,481,Low,Poor,Yes,Injury,Researcher_A,12.5,Successful,Yes,92,96,Moderate,"59.35943545633674, -167.765348655117","85.99809338160273, 121.44060529349372"
B8958,Crane,Africa,Coastal,Windy,Feeding,79.72021104,27.41038681,-67.34257699,-111.432302,1989.53,52.2,54.28,1456,293,25,42.5,60,998.2,11,Yes,24,-63.5,Feb,Mar,10,2,Satellite,No,302,High,Good,No,,Researcher_A,16.6,Successful,No,38,68,Moderate,"79.72021104042469, 27.410386807837","-67.34257699362266, -111.4323019599048"
B8959,Warbler,Asia,Coastal,Foggy,Avoid Predators,-6.239544856,-57.89033902,87.56539313,162.231401,2055.55,54.2,52.68,2991,329,0.4,15,41,989,11.2,No,95,-72.4,Nov,Oct,8,2,Satellite,No,350,High,Fair,No,,Researcher_A,16,Successful,Yes,54,46,Low,"-6.239544855550065, -57.89033901886597","87.56539313449593, 162.2314009574124"
B8960,Warbler,South America,Coastal,Windy,Climate Change,-7.89353082,-18.65218467,-5.9986919,117.5856427,2262.2,56.6,34.05,8298,665,26.5,19.3,93,1001.6,17.3,Yes,39,-79.5,Nov,Jun,11,4,Satellite,No,408,High,Poor,Yes,Lost Signal,Researcher_C,29.2,Failed,Yes,48,61,Low,"-7.893530820288049, -18.65218466795281","-5.998691900179452, 117.58564267639628"
B8961,Goose,Asia,Grassland,Windy,Avoid Predators,0.371471341,65.19967701,-50.6460982,-50.6198662,2725.79,48.4,51.83,9142,368,-1.9,45.7,77,974.6,2.6,Yes,68,-76.4,Jan,Nov,14,4,Radio,No,64,Medium,Fair,Yes,,Researcher_A,28.3,Failed,Yes,40,20,Moderate,"0.3714713407340611, 65.1996770121896","-50.64609820011522, -50.61986620306772"
B8962,Goose,South America,Forest,Rainy,Breeding,40.16232555,72.23928015,79.79054868,-28.27017861,2751.06,70.7,43.77,3237,495,3.1,55.8,46,1010.3,3.8,Yes,31,-75.7,Apr,Oct,2,2,GPS,Yes,461,High,Excellent,No,Lost Signal,Researcher_C,27.1,Failed,No,95,91,High,"40.16232554995108, 72.23928014551382","79.79054868103628, -28.27017860585238"
B8963,Eagle,Africa,Forest,Windy,Avoid Predators,30.25085233,-170.0796906,-5.649604174,-178.6183223,2394.31,53.3,48.49,9480,115,30,12.5,87,1014.6,12.1,Yes,36,-95.8,Nov,May,12,9,Radio,Yes,443,High,Poor,No,Lost Signal,Researcher_A,25.8,Successful,No,107,86,Moderate,"30.250852325813213, -170.07969064830647","-5.64960417397333, -178.61832233172862"
B8964,Swallow,Africa,Urban,Clear,Breeding,-49.88970914,96.94896222,-27.47754806,-89.48439205,1696.65,38.3,44.82,5047,819,2.9,46.2,83,988,4,Yes,42,-71.2,Oct,Oct,4,7,Radio,Yes,177,Low,Poor,No,Storm,Researcher_B,23.3,Failed,No,73,34,High,"-49.88970914276032, 96.94896222226087","-27.47754806210633, -89.48439204733229"
B8965,Stork,North America,Coastal,Windy,Climate Change,-78.49883725,-2.333190616,-51.51418131,-75.85327586,2721.7,49,50.8,6882,686,31,44.3,17,1015.1,19.2,Yes,40,-62.9,Nov,Oct,10,6,Radio,No,236,High,Excellent,Yes,Lost Signal,Researcher_B,6.8,Failed,Yes,69,3,Moderate,"-78.49883725211821, -2.3331906158115885","-51.51418131276781, -75.85327585729745"
B8966,Goose,Africa,Coastal,Foggy,Climate Change,80.86574337,20.4115584,-41.7824188,-17.01406837,3197.3,47.4,51.65,5607,300,-3.9,47.1,19,985.9,11.4,Yes,28,-71.7,Oct,Apr,13,2,Satellite,No,284,Low,Poor,No,,Researcher_B,28.5,Failed,No,47,82,High,"80.86574336702208, 20.41155839683799","-41.782418799155614, -17.01406837442576"
B8967,Stork,Europe,Urban,Foggy,Avoid Predators,-43.00744325,-72.72209333,86.25951184,-129.942067,2389.93,33.2,51.87,3281,763,18.4,29.9,59,1001.2,4.5,Yes,58,-72.2,Sep,Nov,3,6,GPS,Yes,430,High,Fair,Yes,Injury,Researcher_B,9.6,Failed,No,3,4,Low,"-43.00744324793323, -72.72209333165308","86.25951184089948, -129.94206696173998"
B8968,Stork,Asia,Forest,Stormy,Avoid Predators,24.94740324,-28.49983704,-35.28478082,-7.643920276,2467.2,35.9,50.87,3181,198,2.5,2.2,42,1026,2.1,No,93,-84.4,Sep,Apr,12,3,GPS,No,446,Medium,Poor,Yes,Lost Signal,Researcher_A,20.4,Successful,Yes,66,63,Low,"24.947403244306518, -28.49983703979086","-35.28478081714062, -7.64392027599024"
B8969,Hawk,Asia,Urban,Rainy,Avoid Predators,59.11884049,75.73504823,86.00506628,60.64865475,3547.48,63.9,51.1,3555,585,4.4,8,97,968.5,11.6,No,99,-74.8,Oct,May,7,2,Radio,Yes,422,High,Excellent,No,Lost Signal,Researcher_A,15.5,Successful,No,2,3,Moderate,"59.11884049387004, 75.73504823255942","86.00506627672891, 60.648654750930746"
B8970,Swallow,South America,Urban,Foggy,Breeding,-35.9501849,99.61696906,-30.56130241,-46.33837267,2936.72,45.7,47.42,1688,379,27.5,25.4,15,1049.7,16.7,No,45,-57.6,Oct,Oct,8,7,Radio,No,25,High,Excellent,No,Storm,Researcher_B,15,Successful,Yes,89,90,Moderate,"-35.95018490150647, 99.61696905993308","-30.561302409824314, -46.33837266840536"
B8971,Warbler,Africa,Urban,Clear,Feeding,24.37801446,-40.64177478,-48.34467619,-96.4097008,2030.62,69.9,50.78,7727,471,15.8,43.3,17,973.4,11.5,Yes,83,-80,Nov,Dec,9,7,GPS,No,260,Medium,Poor,Yes,,Researcher_B,12.4,Failed,No,78,67,High,"24.37801445824718, -40.64177477952791","-48.34467619405885, -96.40970079641065"
B8972,Warbler,North America,Urban,Clear,Feeding,-70.57795659,68.80231175,-56.99444708,17.1779353,1944.14,47.4,53.76,6492,393,-0.2,49.8,50,1023.6,18.7,No,69,-85.8,Apr,Mar,5,1,Radio,Yes,314,Medium,Excellent,No,,Researcher_A,13.2,Successful,No,40,36,Low,"-70.57795659313952, 68.80231175447884","-56.99444707766749, 17.17793530340211"
B8973,Stork,North America,Urban,Stormy,Avoid Predators,84.58765999,-87.10433939,-15.86618905,-169.5585949,1886.17,59.9,50.08,5986,589,32.5,47.5,30,1031.1,19.4,No,76,-58.3,Feb,Mar,3,8,Satellite,No,19,Medium,Good,No,,Researcher_C,21.8,Successful,No,38,79,High,"84.58765998761893, -87.1043393921623","-15.866189050680532, -169.5585949343003"
B8974,Warbler,North America,Mountain,Rainy,Avoid Predators,-79.53151049,119.5281595,-47.37483926,-57.29851772,2689.71,61.2,50.12,3300,262,8.2,41.7,35,1011.3,1.2,Yes,34,-72.9,Nov,May,13,2,Satellite,Yes,378,High,Poor,Yes,Predator,Researcher_C,6.1,Successful,No,56,9,Low,"-79.53151049088734, 119.52815946390548","-47.37483926369511, -57.29851772047871"
B8975,Swallow,Australia,Mountain,Rainy,Climate Change,-11.12855871,39.53312601,35.44883349,9.932487447,3301.53,55.9,45.1,5877,632,29.6,49.6,81,979.7,17.3,Yes,91,-69.8,Feb,Apr,5,1,GPS,Yes,264,Medium,Fair,No,Predator,Researcher_A,20.6,Failed,No,43,97,Moderate,"-11.128558708624269, 39.53312600665152","35.44883348886955, 9.932487446885062"
B8976,Hawk,Europe,Coastal,Windy,Avoid Predators,6.627463571,99.06714578,-46.84108763,-59.09658617,2786.23,45.5,52.87,5167,855,31,34.2,89,966,15.2,No,95,-49.9,Mar,Dec,14,3,Radio,Yes,27,High,Good,Yes,Storm,Researcher_A,18.8,Failed,Yes,27,38,Low,"6.627463570804196, 99.0671457840822","-46.84108763448388, -59.09658616853193"
B8977,Swallow,Africa,Coastal,Clear,Climate Change,52.28672016,-8.224253166,60.3714321,-55.6446866,2019.41,64.1,55.41,9352,756,8.8,0.1,17,965.7,13,No,48,-65.8,May,Apr,2,8,Radio,No,101,Medium,Excellent,No,Injury,Researcher_C,27.5,Successful,No,40,65,Low,"52.28672015940552, -8.224253165574936","60.37143209961644, -55.64468660489001"
B8978,Goose,North America,Mountain,Clear,Breeding,-68.19686693,-97.52065741,60.12202653,125.3867985,2927.88,41.5,54.41,2785,599,8.6,37.9,75,978.7,19.4,No,53,-63.8,Feb,Nov,11,8,GPS,No,13,High,Fair,Yes,,Researcher_C,17.4,Failed,No,60,58,Low,"-68.19686692696418, -97.5206574064961","60.12202652787005, 125.38679854939318"
B8979,Stork,Europe,Forest,Clear,Breeding,-10.65456471,-25.47679921,-38.60525267,156.2370434,2102.58,53.7,48.81,8196,699,14.9,51.8,75,989.1,2.8,Yes,96,-83.1,Feb,Apr,4,1,GPS,No,272,Medium,Excellent,No,Storm,Researcher_B,14.2,Successful,No,75,18,Moderate,"-10.654564706068214, -25.47679920708819","-38.6052526713481, 156.2370433902592"
B8980,Swallow,Asia,Grassland,Clear,Breeding,-36.05191748,-42.66525799,45.63722349,117.861353,3748.26,65.9,55.48,6585,547,18.7,30.1,21,958.7,10.4,No,47,-57.5,Feb,Oct,13,1,Radio,Yes,320,Medium,Fair,Yes,Lost Signal,Researcher_C,12.1,Successful,Yes,18,6,Moderate,"-36.051917482178574, -42.66525798780452","45.63722348762937, 117.86135304551716"
B8981,Warbler,South America,Forest,Foggy,Breeding,-33.83807118,-60.22204436,64.35825768,-144.407718,2220.3,58.9,50.4,4821,894,-7.5,37.3,47,959.5,7,No,81,-81.8,Feb,Nov,8,1,GPS,No,198,High,Excellent,Yes,Storm,Researcher_A,25.4,Failed,No,36,27,Moderate,"-33.83807117519879, -60.22204436154272","64.3582576763016, -144.4077179717439"
B8982,Crane,Africa,Coastal,Rainy,Avoid Predators,50.18182489,-103.6174508,16.22391191,-75.69272002,1966.13,47.4,42.17,4285,449,-7,52.4,97,1032.7,19.9,No,89,-92.4,Mar,Oct,4,1,Radio,Yes,41,Medium,Excellent,Yes,Lost Signal,Researcher_B,10.7,Successful,Yes,63,32,Low,"50.18182489174515, -103.6174508130678","16.22391190868639, -75.69272002284134"
B8983,Swallow,Africa,Mountain,Windy,Avoid Predators,-89.01702989,93.30017108,-24.06016604,76.06597201,2652.63,44.7,54.67,6483,220,1.3,53.5,17,972.7,6.7,Yes,34,-65.3,May,Oct,12,4,GPS,Yes,290,Medium,Excellent,Yes,Predator,Researcher_C,8.5,Failed,Yes,38,15,High,"-89.01702989427004, 93.30017107673024","-24.06016604447012, 76.06597200899932"
B8984,Stork,Australia,Forest,Foggy,Climate Change,44.83505544,-148.9134019,-10.62590639,170.7814062,2944.96,62,44.93,8212,432,9.4,44.2,34,995,5.7,Yes,91,-68.6,Nov,Oct,11,4,Radio,No,289,High,Fair,Yes,Injury,Researcher_C,27,Failed,No,43,20,Moderate,"44.83505544047392, -148.91340192459822","-10.625906391717765, 170.78140620095695"
B8985,Hawk,Asia,Grassland,Rainy,Avoid Predators,55.87171742,139.5219348,51.52119571,-92.77864255,2682.38,66.6,46.55,3191,422,19.5,15.7,49,962.9,9.5,Yes,35,-64.9,May,Nov,8,1,Satellite,Yes,327,Medium,Poor,Yes,Storm,Researcher_A,8.5,Successful,Yes,113,81,High,"55.87171742215912, 139.52193475890022","51.52119570626073, -92.77864255077095"
B8986,Warbler,Africa,Urban,Stormy,Climate Change,72.24520389,-116.9910998,-37.20285648,143.3557725,2663,41.9,49.89,2010,383,-1.2,5.5,68,978.1,1.7,Yes,39,-78.6,Apr,Apr,13,6,GPS,No,244,Low,Good,Yes,Storm,Researcher_B,15.9,Successful,No,40,37,Moderate,"72.24520389157243, -116.99109975680874","-37.20285648057346, 143.3557724721482"
B8987,Hawk,Australia,Wetland,Clear,Breeding,22.83872458,172.7545147,-29.79677981,86.04539538,2838.19,53.6,52.04,4061,152,3.7,16.8,49,988.9,12.7,Yes,61,-77,Apr,Mar,13,4,Radio,No,76,Low,Good,Yes,Lost Signal,Researcher_B,20.9,Failed,No,41,7,High,"22.83872458148703, 172.75451466655488","-29.79677981228508, 86.04539537870454"
B8988,Stork,Australia,Mountain,Windy,Climate Change,-29.97804091,175.8484973,-61.05881947,174.0421319,2542.32,57.9,53.88,8414,373,8.3,58.7,13,1022.9,3.7,Yes,81,-78.7,Oct,Nov,2,6,GPS,Yes,339,Medium,Fair,Yes,Storm,Researcher_A,16,Failed,No,111,41,High,"-29.978040910996583, 175.84849731134676","-61.05881947358687, 174.0421318966316"
B8989,Warbler,Australia,Mountain,Rainy,Climate Change,-13.09774814,-36.58066515,-18.17056746,-146.3092266,2701.93,50.3,41.42,3862,133,2.6,30.3,95,1013.2,11.5,No,64,-54,Jan,Jun,14,5,Satellite,Yes,498,Medium,Fair,No,Storm,Researcher_A,25.1,Failed,No,56,55,High,"-13.097748141203285, -36.58066515318538","-18.17056745765953, -146.30922657297572"
B8990,Goose,Africa,Grassland,Stormy,Avoid Predators,84.55249481,175.6155861,-74.4272762,-37.89153065,2900.12,51.8,52.32,7552,749,7.3,48.3,59,956.4,17.8,No,79,-79.7,Mar,Nov,13,0,GPS,No,416,High,Fair,Yes,Injury,Researcher_A,10.4,Failed,Yes,115,42,Low,"84.55249481173726, 175.61558614761464","-74.42727619509253, -37.89153065050655"
B8991,Warbler,Africa,Urban,Clear,Breeding,68.61362876,132.8646662,-32.21380062,-7.87859916,1887.66,59.2,42.31,3788,137,-4.3,15.4,62,1007.4,6.9,Yes,21,-77.6,Feb,Mar,10,1,Satellite,Yes,234,Low,Excellent,No,Injury,Researcher_B,20.1,Failed,No,91,31,Moderate,"68.61362875845339, 132.8646662210615","-32.21380062195993, -7.878599159579835"
B8992,Goose,Africa,Urban,Stormy,Feeding,-6.565336362,-150.3251003,-22.77371143,61.94974509,2376.15,43.8,50.7,5408,568,-9.3,51.2,51,1013,6.7,Yes,80,-70.8,Nov,Mar,7,9,GPS,No,216,Low,Good,No,Injury,Researcher_B,11.6,Failed,Yes,25,64,High,"-6.565336362100439, -150.3251002992004","-22.773711429385727, 61.94974508804819"
B8993,Hawk,Europe,Wetland,Stormy,Avoid Predators,79.75134128,161.0382829,-44.01375616,55.42993306,2859.04,54.5,49.77,3213,507,-1.1,18.7,55,1009.5,10.8,No,90,-81.8,Oct,Mar,8,8,GPS,Yes,27,Medium,Fair,Yes,Storm,Researcher_C,29.1,Failed,No,41,47,Moderate,"79.75134127996603, 161.03828290630253","-44.01375616365622, 55.42993305904645"
B8994,Hawk,Australia,Urban,Foggy,Avoid Predators,58.13187757,-164.6948211,-71.75553856,146.2843241,1740.86,47.6,39.33,5223,624,2.3,58.3,39,950.2,8.6,No,68,-74.3,Apr,Oct,4,1,GPS,Yes,388,High,Excellent,Yes,Storm,Researcher_C,20.2,Failed,No,19,74,Moderate,"58.1318775731626, -164.69482107434607","-71.75553855570213, 146.28432409712303"
B8995,Stork,Europe,Grassland,Stormy,Feeding,72.1961751,-114.5108543,3.900103661,121.9223241,2674.89,51.3,60.95,7209,227,25.5,34.5,63,994,18.3,No,81,-90.9,Apr,Nov,9,3,Satellite,No,241,Low,Fair,No,Predator,Researcher_C,21.3,Successful,No,111,50,Low,"72.19617509876306, -114.51085425392142","3.9001036610799114, 121.92232413179944"
B8996,Goose,South America,Coastal,Foggy,Breeding,32.93590222,30.4543947,65.71461056,-160.0658392,2258.06,64.4,39.98,3040,266,23.8,53.1,91,1035,18.2,No,96,-74.8,Jan,May,11,2,Radio,Yes,402,High,Poor,No,,Researcher_C,25.6,Successful,No,36,38,Low,"32.93590222366578, 30.454394704802752","65.71461055598473, -160.06583919017532"
B8997,Hawk,Africa,Urban,Foggy,Feeding,64.37772782,-150.9346158,-29.58394576,-4.845555716,2374.94,61.4,50.76,3435,340,22.7,0.1,50,1043.6,9.8,Yes,43,-97.8,Apr,Apr,10,7,Satellite,Yes,155,Medium,Poor,No,Predator,Researcher_C,23.5,Failed,No,23,30,High,"64.37772782315909, -150.9346157759951","-29.583945755915323, -4.845555716440629"
B8998,Goose,Asia,Coastal,Stormy,Climate Change,70.51790544,-121.7780075,-47.37571714,-33.45795712,2515.29,45.4,48.51,9665,462,33.2,20.4,62,996.7,14.6,No,75,-72.3,Oct,Mar,11,0,Satellite,Yes,80,High,Fair,No,Injury,Researcher_A,12.8,Successful,Yes,107,28,High,"70.51790544017862, -121.7780074838272","-47.37571714437504, -33.45795712112417"
B8999,Hawk,North America,Coastal,Rainy,Feeding,-73.43701478,163.2570434,-38.69312082,178.9720511,1712.94,51.7,48.72,6194,314,8.4,23.1,94,1012.9,6.2,No,65,-82.8,Mar,Jun,2,4,Satellite,No,21,High,Excellent,No,Storm,Researcher_C,21.1,Failed,No,95,73,Moderate,"-73.43701478267914, 163.25704336040593","-38.693120815709385, 178.97205114913493"
B9000,Warbler,South America,Grassland,Stormy,Breeding,83.7390558,178.0876386,65.13969263,-26.18705007,2217.15,64.2,41,7387,770,-5.3,39.6,57,952.8,12.1,No,32,-82.5,Sep,Apr,9,5,Satellite,No,267,Low,Excellent,Yes,,Researcher_C,29.8,Successful,Yes,51,97,High,"83.73905579891854, 178.0876385595389","65.13969263476264, -26.187050071983123"
B9001,Swallow,North America,Mountain,Stormy,Breeding,-29.94964222,107.329155,5.005366129,65.7428904,3156.72,43.3,52.66,2872,843,26.8,32.5,30,1028.8,16.5,Yes,24,-75.6,Oct,Apr,12,7,Satellite,No,148,Medium,Poor,Yes,Lost Signal,Researcher_B,5.5,Failed,No,35,75,High,"-29.949642222468604, 107.32915504090698","5.005366129403569, 65.74289040096707"
B9002,Crane,North America,Mountain,Rainy,Feeding,-10.81808827,5.475380927,-66.45773677,-77.60540407,1519.01,46.2,61.8,3559,749,16.2,40.6,85,973.1,15.8,No,42,-78.1,Nov,Jun,11,4,Satellite,No,467,Low,Fair,Yes,Storm,Researcher_B,25,Successful,No,83,66,Low,"-10.818088274996017, 5.475380927293003","-66.45773677126054, -77.6054040717994"
B9003,Warbler,Africa,Mountain,Clear,Avoid Predators,52.54267665,144.1083368,37.65989683,41.26642413,3306.28,63.4,49.5,8018,671,35,26,72,960,3.9,Yes,45,-58.2,Jan,Dec,11,5,Radio,Yes,356,High,Excellent,No,Storm,Researcher_C,20.5,Failed,Yes,49,68,Moderate,"52.54267665470675, 144.10833684900308","37.65989682998324, 41.26642413025567"
B9004,Eagle,Asia,Forest,Windy,Feeding,29.681335,-139.7164425,-62.21359202,-105.6120881,2212.98,50,51.34,9907,357,5.3,15.7,12,954.7,14.4,No,56,-79.9,Feb,May,10,1,Radio,No,425,Medium,Poor,No,Predator,Researcher_A,14.4,Successful,No,70,10,High,"29.681335003049583, -139.7164424819153","-62.213592017979096, -105.612088097364"
B9005,Swallow,North America,Mountain,Clear,Climate Change,70.75078424,159.4410729,-79.15600747,37.29839603,2208.55,37.5,49.62,5287,741,29.3,56.9,19,1016.5,5,Yes,50,-67.1,Feb,May,2,3,GPS,No,66,High,Excellent,Yes,Predator,Researcher_B,26.3,Failed,No,21,61,Low,"70.75078423849033, 159.4410729282032","-79.1560074703974, 37.298396033860286"
B9006,Eagle,Australia,Grassland,Stormy,Feeding,-17.89672486,-53.44094612,-43.97672223,132.5484859,2548.35,56.3,54.61,9208,342,28.7,12.6,17,993.3,10.8,Yes,51,-87.5,Jan,Mar,14,5,Satellite,Yes,131,Low,Poor,No,,Researcher_C,16.2,Successful,No,116,13,Moderate,"-17.89672486018101, -53.4409461160444","-43.97672223037489, 132.54848589167318"
B9007,Hawk,North America,Wetland,Clear,Feeding,-22.80813054,130.1361808,-59.74376769,-173.0743951,3220.39,52.3,54.84,6519,892,34.3,50.5,90,1033.2,19.7,Yes,61,-73.7,Nov,Dec,6,1,GPS,Yes,237,High,Fair,Yes,Storm,Researcher_A,27.7,Failed,Yes,70,76,Moderate,"-22.80813053829145, 130.13618084395","-59.74376768698215, -173.07439507948064"
B9008,Crane,South America,Urban,Windy,Feeding,-84.29600708,60.61442615,18.89954539,1.651107434,1828.08,59.6,43.24,8119,705,34.3,54,39,956.6,2.6,Yes,39,-74.5,Mar,Jun,8,4,Radio,Yes,446,Low,Excellent,No,,Researcher_B,12.1,Successful,No,77,40,High,"-84.29600708256245, 60.61442615474076","18.899545387440256, 1.651107434164544"
B9009,Crane,Asia,Mountain,Clear,Climate Change,-6.709432199,165.6987495,-2.778046679,173.6534248,2234.28,55.4,45.02,9450,243,34.6,16.4,73,968.1,1.8,Yes,62,-66.5,Jan,Apr,8,0,GPS,Yes,107,Low,Fair,No,,Researcher_C,16.1,Failed,No,68,85,High,"-6.709432199461546, 165.6987494600599","-2.778046678792464, 173.65342476830324"
B9010,Hawk,Asia,Forest,Windy,Feeding,40.33273866,131.2840612,40.33161909,-122.6654919,2867.76,57.4,45.94,5599,226,31.1,35,12,952.1,11.3,No,67,-69.2,Jan,Oct,10,9,GPS,Yes,211,Low,Poor,Yes,,Researcher_A,19.3,Failed,Yes,90,31,High,"40.33273865923957, 131.28406120649453","40.33161908871611, -122.66549191860476"
B9011,Hawk,North America,Coastal,Clear,Avoid Predators,-35.78783083,139.6432129,2.082789047,-113.9715619,2886.95,44.8,50.56,4244,695,1.7,44.3,68,1040.5,19.5,Yes,17,-74.1,Mar,Oct,8,0,Satellite,No,153,High,Good,Yes,Lost Signal,Researcher_C,15.4,Failed,No,25,43,High,"-35.787830827281105, 139.6432128783262","2.0827890468442547, -113.97156190240015"
B9012,Goose,Asia,Forest,Foggy,Climate Change,-6.709227539,47.4315682,-14.57893166,-10.5034604,3403.3,59.5,54.85,3395,308,9.9,52.5,23,1014.5,16.4,Yes,41,-71.2,Mar,Jun,7,5,Satellite,Yes,270,Low,Good,Yes,Predator,Researcher_C,12.5,Successful,Yes,66,77,Moderate,"-6.7092275387085465, 47.431568203210986","-14.578931662310223, -10.503460403444508"
B9013,Hawk,South America,Grassland,Stormy,Avoid Predators,-50.50840167,119.9370712,4.719364279,133.5575449,1957.3,71.7,37.71,7519,731,33.7,50,25,958.2,5.6,No,74,-59,May,Jun,2,9,GPS,Yes,335,Medium,Poor,No,Injury,Researcher_C,29.7,Successful,No,92,39,Moderate,"-50.50840167264995, 119.93707115145928","4.719364278793748, 133.55754491768732"
B9014,Stork,South America,Wetland,Windy,Climate Change,49.10180506,92.56721427,-11.79249964,22.5934594,1910.31,41.6,52.22,9584,639,7.9,49,91,981.2,17.8,Yes,40,-78.3,Mar,Jun,5,3,Satellite,Yes,226,Low,Fair,Yes,,Researcher_A,23.7,Successful,No,72,62,High,"49.10180505686293, 92.56721427408188","-11.792499644199992, 22.59345939736116"
B9015,Hawk,South America,Mountain,Stormy,Breeding,-79.10791896,-121.8156729,-83.3243591,3.135112045,2915.97,43.4,57.77,3430,169,31.3,4.2,14,1020.3,12,Yes,10,-71.6,Jan,Oct,7,4,GPS,No,312,Medium,Good,No,,Researcher_B,9,Successful,No,13,53,Moderate,"-79.10791895859353, -121.8156728746006","-83.32435909547289, 3.135112045410267"
B9016,Stork,Australia,Mountain,Foggy,Breeding,36.9689499,53.49488089,32.52584034,-148.7674587,2170.27,59.7,48.28,2779,612,24,58.6,68,956.1,18.9,Yes,62,-70.8,Mar,Dec,9,7,Radio,Yes,10,Low,Poor,No,Injury,Researcher_B,25.9,Failed,Yes,54,51,High,"36.96894990008968, 53.49488088716751","32.5258403393232, -148.7674587223364"
B9017,Hawk,Africa,Forest,Clear,Climate Change,-21.79079789,-126.6568033,83.18345872,166.3149652,2722.39,51.1,49.6,1971,144,29,31.3,85,978.5,16,No,16,-56.1,Feb,Oct,4,8,Radio,No,182,High,Good,No,Lost Signal,Researcher_C,23.3,Failed,Yes,31,8,Low,"-21.790797885902972, -126.65680325274288","83.18345871860197, 166.31496524688515"
